,message_id,from_id,date,message_text
1514,11456,,2023-11-10 08:53:51+00:00,"Saachi  ባለ 4 ሊትር ለቤትም ሆነ ለስራ  የሚሆን 
ለችፕስ
ለብስኩት 
ለስጋ
ለዓሳ
 ለ Chicken እና ለተለያዩ ጥብሳጥብስ የሚያገለግለውን መጥበሻ 
        ካሉበት እናደርሳለን።

 +251920673552"
1515,11455,,2023-11-09 10:44:12+00:00," Intelligent Atmosphere lamp

 wireless charging
quality speaker 
different led lights
warm lights

ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1518,11452,,2023-11-09 10:43:59+00:00," Intelligent Atmosphere lamp

 wireless charging
quality speaker 
different led lights
warm lights

ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1519,11451,,2023-11-09 03:34:06+00:00,"ለአራስ ቤት የሚሆን ፣በተጨማሪ ለ ቢምቢ ለወባ ትንኝ መከላከያ አጎበር ራሱን ችሎ  መቆም የሚችል ተሰካኪብረት ቱቦዎች ያሉት  በቀላሉ የሚገጣጠም ወይም ነቅለን በአግባቡ ማስቀመጥ የምንችለዉ
150/180 አልጋዎች ሳይዝ አለን በከለር አማራጮች pink,purpule,Cream,white
Classic Mosquito  Net በ 2800 ብር

Telegram :  ይቀላቀሉ
@nejashimarketingcenter
@nejashimarketingcenter
   ነጃሺ SOHP"
1520,11450,,2023-11-07 14:09:34+00:00," KITCHENWARE SET

  ከፍተኛ ሙቀት ከሚቋቋም ሲልከን የተሰሩ 
  ኪችንዎን ሙሉ የሚያደርጉ
 የማይጫጫሩ የማይመነችኩ
 11 ማማሰያና ጭልፋዎች
 4 በሴራሚክ የተለበጡ ቢላዎች
 አንድ የዳቦ መቁረጫ መጋዝ ቢላ
 አንድ መቀስ
 አንድ የማይጫጫር ጠንካራ መክተፊያ
 ከማስቀመጫቸው ጋር

 ውስን ፍሬ ነው

     ዋጋ፦  3,500 ብር"
1524,11446,,2023-11-07 12:04:56+00:00," የጠፍው የኮስሞ እቃ ገብቷል
Multi Corner shelf
Stainless steel 
ዉበት ያለዉ የፈለግነዉን ነገር ባስቀመጥነዉ ቦታ ለማግኘት

2900 ብር 
 ቪዲዮውን ይመልከቱ"
1526,11443,,2023-11-07 07:18:37+00:00," Car & Home Electric Massage Pillow
 Massage 
 Thermotherapy 
 Magnetic Therapy

ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1527,11442,,2023-11-06 07:44:24+00:00,"Torbellino Spin Mop 360°

 የቤት መወልወያ
 360 ° በመሽከርከር ይጨምቃል
ወለል፣ ግድግዳ፣ መስታወት፣ አልጋ እና ሶፋ ስርን ለማፅዳት አመቺ ነው
 አንድ መቀየሪያ ፋይበር የተካተተለት
 ከእጅ ንክኪ ነፃ የሆነ ፅዳት
                2500 ብር

ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1528,11441,,2023-11-05 20:15:17+00:00,"Lark USB Air Humidifier with LED Night Light

ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1531,11438,,2023-11-05 20:14:57+00:00," Lark Air Humidifier with LED Light
        High Quality 

 በኤሌክትሪክ የሚሰራ 
 ለቤት መልካም መዓዛን የሚሰጥ

Water Tank Capacity: 330ml
Operating power: 2.5W
 Spray Volume 30-50ml/H
Purify the air & Beautify the Environment

Three-level ambient light
Silent humidification
Two levels of fog
Adjustable speed


very effective: Usb power interface, convenient and quick operation, can be used anywhere.

#Package_Included:
1* Lark bird humidifier
1* USB cable
1* Instruction manual 


              ዋጋ፦  1,300 ብር"
1532,11437,,2023-11-05 20:04:53+00:00,"3 pcs kitchen set 

ጓንት  ፎጣ  ድስት ማስቀመጫ  600 ብር  

 +251920673552"
1533,11436,,2023-11-05 20:04:04+00:00," Compact Windshield Sun shade
የመኪና ፀሀይ መከላከያ
 ለበጋው የፀሀይ ሙቀት ምርጥ መላ!
 Quicj & Easy Way to Keep Your Car Cool!
እንደ ጃንጥላ የሚታጠፍና የሚዘረጋ
 ለማስቀመጥ ቦታ የማይዝ
 Blocks Heat
 Blocks UV
 Pops Open Like an Umbrella
 Durable Material
 Firm Skeletons Structure
 Protect Yourself and Car
 Convenient to Use
 Fits sized Car, Truck and SUV winshields.
       ዋጋ፦  1299 ብር ብቻ
   "
1534,11435,,2023-11-05 20:02:05+00:00,Rechargeable Clothes Lint Remover
1537,11432,,2023-11-05 20:01:49+00:00," Rechargeable Clothes Lint Remover 

 
 Electric Lint Remover for most Types of Clothes

Specification:
Battery capacity: 1200mAh
Charging time: 3 to 4 hours
Using time: 1 hour
Charging display: red light when charging, and the light remains the same color when full, it can be charge enough for 3-4 hours hrs 

              ዋጋ፦  850 ብር

ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1538,11431,,2023-11-05 19:55:56+00:00,DIFEI Handheld Garment Steamer
1539,11430,,2023-11-05 19:55:55+00:00,DIFEI Handheld Garment Steamer
1542,11427,,2023-11-05 19:55:42+00:00," DIFEI Handheld Garment Steamer

በማንኛውም ቦታ ላይ ሸሚዝ፣ ሱፍ ልብስ፣ ሱሪ፣ የሴት ልብሶችን እና ሌሎች ልብሶችን፣ በምቾት የሚተኩስ

ለአጠቃቀም ቀላልና ለአያያዝ አመቺ
መሞቂያው ከሴራሚክ የተሰራ ስለሆነ ልብስን የማይጎዳ
የውሃ ማጠራቀሚያ የለውና ውሃዉን በመርጨት ልብሶ በሙቀት እንዳይጎዳ የሚከላከል
 2100 ብር

ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1543,11426,,2023-11-05 19:47:06+00:00,"ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1544,11425,,2023-11-05 19:46:15+00:00,"ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1546,11423,,2023-11-04 16:41:16+00:00," ውድ ደንበኞቻችን

 ኮልፌ ያለው ብራንቻችን 

ሱቅ ቁጥር BA/GF  46 ቁጥር
ሱቅ ቁጥር BA/GF   95 ቁጥር

ያገኙናል

 አልያ ሚፈልጉት እቃ ቤቶ ድረስ በነፃ ትራንስፓርት እናደርሳለን


 ለበለጠ መረጃ +251920673552"
1547,11422,,2023-11-04 16:40:23+00:00,"multifunctional household rice bucket

 የቅመማ ቅመም ማስቀመጫ"
1550,11419,,2023-11-04 16:40:08+00:00,"multifunctional household rice bucket

 የቅመማ ቅመም ማስቀመጫ"
1554,11415,,2023-11-04 09:41:54+00:00,"ባለ አምፖል ካሜራ 

Security camera

360 with night vision



ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናደርሳለን

 በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

 ለማዘዝ   +251920673552 
                   +251945540673

 በውስጥ መስመር የፈለጉትን እቃ ይላኩ  @abdulihake

 አድራሻ  ቁ 1 ቤተል አደባባይ ሳራ ሞል 3 ተኛ ፎቅ ቢ,ቁ 310

  አድራሻ  ቁ 2 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter
ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           "
1555,11414,,2023-11-03 17:10:07+00:00,"6 pieces measuring spoon

ዋጋ፦    350 ብር"
1556,11413,,2023-11-03 16:58:53+00:00,"Roling pin
 ለአሰራር በጣም ምቹ ውስጡ ስቴንለስ ስቲል ብረት ከላዩ መውለቅ የሚችል ሲልከን እጁ ጠንካራ እንጨት መዳመጫ 
900 ብር

ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ለማዘዝ   +251920673552 
                   +251945540673

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter"
1558,11411,,2023-11-03 16:56:06+00:00,"Silcon rolling matt 

 600 birr"
1559,11410,,2023-11-03 16:15:34+00:00,"Ice cream scoope

Medium size 700 birr

Big size 750 birr"
1561,11408,,2023-11-03 12:29:31+00:00,"Garlic press

የነጭ ሽንኩርት መፍጫ"
1565,11404,,2023-11-03 10:18:53+00:00,"Silicone  cake pan

950 birr 

 +251920673552"
1566,11403,,2023-11-03 10:14:02+00:00,"ምርጥ የሆነ የሴራሚክ መጥረጊያ
 ለግድግዳ
 ለመስታወት
 እራሱ የሚጨምቅ
 1500 ብር"
1569,11400,,2023-11-02 15:22:19+00:00," ተች ስቶቭ
Saachi mr ELECTRIC STOVE

POWERFUL 600W

Premium infrared radiant cooktop
LED DISPLAY
TOUCH CONTROL
POWER ADJUSTMENT
HEAT RESISTANT BLACK CRYSTAL GLASS
SUITABLE FOR A VARIETY OF POTS AND PANS
3500 birr"
1570,11399,,2023-11-02 08:48:47+00:00,"Over Toilet Storage Rack

 የቦታ ጥበት ካለብዎ ይሄ ያስፈልግዎታል
 Toilet/Kitchen ላይ ሊጠቀሙበት ይችላሉ
 የንፅህና ዕቃዎችን፣ የግሮሰሪና ዕቃዎችን፣ ኮስሞቲክሶች እና አትክልት/ፍራፍሬዎችን ሊያስቀምጡበት ይችላሉ
 ግድግዳ መብሳት አያስፈልግዎትም
 ከጠንካራ ብረት እና ፕላስቲክ የተሰራ
 እርጥበትን የሚቋቋም የማይዝግ
 ማንጠልጠያ ሁክ ያለው
 1400 ብር "
1573,11396,,2023-11-02 03:32:36+00:00,"Saachi air fryer
     AIR FRYER (0 Oil )
          ያለዘይት

Touch screen
ችብስ
 አሩስቶ
 ዓሳ
 በርገር እና ሌሎችን ጥብሳ ጥብሶችን ያለዘይት  የሚጠብስ

    ለአጠቃቀም በጣም ቀላል

           11,200 Birr"
1574,11395,,2023-11-01 14:48:00+00:00," የሳሙና ማስቀመጫ
600 ብር"
1575,11394,,2023-11-01 14:45:09+00:00,"  የመኪና ማጠቢያ 

 ዘመናዊ
 ቀልጣፍ
 ፅድት የሚያደርግ ቆጆ እቃ

2500 ብር"
1576,11393,,2023-11-01 11:03:42+00:00," የልጆች  የጥርስ ብሩሽ 

 U-shaped Baby Toothbrush Children Teeth Oral Care Cleaning Brush Soft Silicone Teethers

ዋጋ 200 ብር"
1577,11392,,2023-11-01 11:03:41+00:00,"Sanford 21 Liter Vaccume cleaner 
ዘመናዊ  የምንጣፍ  መጥረጊያ
 የምጣፍ
 የመኪና
 የሶፍ
21 Liter
 2400 ዋት
ለየትኛውም የምንጣፍ አይነት የሚሆን



 ያሉበት ድረስ በነፃ እናደርሳለን

 በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

 ለማዘዝ   +251920673552 
                   +251945540673"
1578,11391,,2023-11-01 11:03:41+00:00,"DIY colorful cotton sand mini bucket

Features:
The Magic Cotton Sand is 
 Very light
 Super soft - Easy to shape and mold
 Easy cleanup
 Never dries out
 Stretchy
 Keeps all kinds of shapes
 Non toxic
 Eco friendly
 Family fun
 As seen on TV
 Odorless
 Easy to store
 Indoor and outdoor use
 Creative fun
Specifications:
 Each bucket contains kinetic sand and 3 surprise molds to model and play with it
Spectacular to make sensory and anti-stress games for children
Great for kids +5 and older

  ማስቀመጫ የለዉም  ጪቃዉ እና ቅርፅ ማውጫው 

       ዋጋ፦  1400 ብር"
1579,11390,,2023-11-01 11:03:31+00:00,"DIY colorful cotton sand mini bucket

Features:
The Magic Cotton Sand is 
 Very light
 Super soft - Easy to shape and mold
 Easy cleanup
 Never dries out
 Stretchy
 Keeps all kinds of shapes
 Non toxic
 Eco friendly
 Family fun
 As seen on TV
 Odorless
 Easy to store
 Indoor and outdoor use
 Creative fun
Specifications:
 Each bucket contains kinetic sand and 3 surprise molds to model and play with it
Spectacular to make sensory and anti-stress games for children
Great for kids +5 and older

  ማስቀመጫ የለዉም  ጪቃዉ እና ቅርፅ ማውጫው 

       ዋጋ፦  1400 ብር

ውስን ፍሬ ነው የቀረው  
< Limited Stock "
1580,11389,,2023-11-01 11:03:25+00:00," ቤቶ ሁነው የተለያዩ ስራዎችን እየሰሩ ትርፍማ ይሁኑ

የዘይት መጭመቂያ ማሽን

በተለያዩ የቅባት እህሎች ንፁህ ዘይት ማምረት የሚያስችል

ለሆቴሎች፣ለድርጅቶች ተመራጭ

አዲስ ቢዝነስ ለመጀመር ለምታስቡ አማራጭ ስራ የሚሆን

በአነስተኛ የኤሌትሪክ ሀይል የሚሰራ

ኳሊቲ አስተማማኝ እቃ

ለአጠቃቀም ቀላል

"
1583,11386,,2023-11-01 11:03:23+00:00,"የዘይት መጭመቂያ ማሽን

በተለያዩ የቅባት እህሎች ንፁህ ዘይት ማምረት የሚያስችል

ለሆቴሎች፣ለድርጅቶች ተመራጭ

አዲስ ቢዝነስ ለመጀመር ለምታስቡ አማራጭ ስራ የሚሆን

በአነስተኛ የኤሌትሪክ ሀይል የሚሰራ

ኳሊቲ አስተማማኝ እቃ

ለአጠቃቀም ቀላል

"
1584,11385,,2023-11-01 11:03:22+00:00," Portable Electronic Scale 
ተንቀሳቃሽ ዲጂታል ሚዛን 

 በመንገድ ላይ ማንኛውንም ነገር ስንገዛ በራሳችን ለመመዘን 
ለጉዞ ስንዘጋጅ ሻንጣችንን ከቤት ሳንወጣ ለመመዘን
ለአትክልት ቤቶች ፣ ለሱቆች  እና ለተለያዩ ንግዶች የሚሆን
 እስከ 50 ኪሎ ድረስ ማንኛውንም ነገር ለመመዘን
 ኪግ/ፓውንድ/ግራም የሚለካ
በባትሪ የሚሰራ

 ዋጋ፦  800 ብር "
1585,11384,,2023-11-01 11:03:22+00:00, Baby Kid Electric Hair Trimmer
1586,11383,,2023-11-01 11:03:21+00:00, Baby Kid Electric Hair Trimmer
1587,11382,,2023-11-01 11:03:21+00:00," Baby Kid Electric Hair Trimmer 
     High Quality 

Quiet Silent 
Suitable For Kids 
Safe Ceramic Blade 
Water Proof 
USB charge 
Easy to use 

Cut your hair while sucking, saving time and effort

#Package_Includes:
1 x Hair Clipper
1 x Attachment comb (3-6mm)
1 x Attachment comb (9-12mm)
1 x Hair Cutting Cape 
1 x Soft Powder Puff
1 x Cleaning Brush
1 x USB Cable
1 x Lubricant
2800 ብር"
1590,11379,,2023-11-01 08:19:09+00:00,"ኦርጅናል የሆነ ፓትራ የማይዝ የማይፍቅ
 ለዳቦ
 ለኬክ

 +251920673552

1100 ብር"
1591,11378,,2023-11-01 08:09:05+00:00,"1200 ብር

 +251920673552"
1592,11377,,2023-11-01 08:05:04+00:00,950 ብር
1593,11376,,2023-10-31 16:54:37+00:00,"Kitchen expert original brand cake knife 

ትልቅ ሳይዝ 1000 birr   መካከለኛ ሳይዝ 900 birr"
1596,11373,,2023-10-31 16:48:52+00:00,"ባለክዳን ሴራሚክ መጥበሻ 
Granite መጥበሻዎች በተለያዩ ሳይዞች
የማይዙ የማያሳርሩ Non stick
24cm 2000 ብር
26cm2400 ብር
28cm2600 ብር


ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1598,11371,,2023-10-31 16:18:29+00:00,"SHENGDE  Arc Shape
Saucopan

 16 cm
 18 cm
 20 cm

ለስጦታ የሚሆን  የወጥ ማቅረቢያ ቆጆ እቃ

ዋጋ 2800 ብር"
1600,11369,,2023-10-31 08:32:53+00:00," በተለያየ መልኩ በስጦታ መልክ የመጣላቹ እቃዎችን ወይም  የቤቶን እቃ መቀየር ከፈለጉ መሸጥ፣ መቀየር መለወጥ ይችላሉ

የቤት እቃዎች   
የስጦታ እቃዎች 
በተለያዩ መልኩ የመጡላቹ እቃዎች
 ከውጪ ሀገርም ሆነ በሀገር ውስጥ

ከፈለጉ እኛጋ በፈለጉት እቃ ይቀይራሉ
አሊያ ይሸጣሉ

 የተለያዩ ከሀገርም ውስጥ ሆነ ከሀገር ውጪ የመጣላቹ እቃ መሸጥ መለወጥ ከፈለጉ 

ይደውሉ   +251920673552


https://t.me/nejashionlinemarketing
https://t.me/nejashionlinemarketing"
1603,11366,,2023-10-31 07:28:59+00:00,"Offset spatula 
650ብር"
1604,11365,,2023-10-30 13:05:39+00:00,"ተጣጣፊ መስታወት

 የማይሰበር
 ተጣጣፊ የሆነ
 የፈለጉት ቦታ ላይ የሚለጠፍ"
1608,11361,,2023-10-30 11:52:53+00:00,"1250 birr

ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1611,11358,,2023-10-30 11:51:35+00:00,"Silicone bundt cake pan

950 birr"
1614,11355,,2023-10-27 11:05:17+00:00,"BLACK & DICER  5in1
33 functions

#BLACK+DECKER 5 IN1 33 Function 400 Watt
delivery. ዘመናዊ የማያዳግም ኦርጂናል ዕቃ ይግዙ
ለሽንኩርት 
ለጁስ 
ለስጋ 
ለቡና 
 ስላይስ ማድረጊያም ያለዉ
8,500 birr"
1615,11354,,2023-10-25 10:27:08+00:00,"#Double_Sided_Magnetic_Glass_Window_Cleaner
ቀላል እና ፅድት ያለ የመስታዎት ማፅጃ  ማግኔቲክ የሆነ በዉስጥ እና  በዉጭ በኩል ያለዉን መወልወል የሚያስችለን 

 ዋጋ1000 ብር"
1616,11353,,2023-10-25 10:20:52+00:00," TODDLER's 5 in 1 FEEDING BOWEL

 ባለ ሁለት ክፍል የልጆች መመገቢያ ሳህን
እድሜያቸው ከ6ወር ጀምር ላሉ ህፃናት የሚመከር
 የራሱ ማንኪያ እና ሹካ ያለው
በአንድ ግዜ 4 አይነት ምግብ ለመመገብ ያስችላል
 ከጠረንጴዛ ተንሸራቶ እንዳይወድቅ ማጣበቂያ ያለው
 ከ BPA ነፃ ቁስ የተመረተ
አንዱን 600 ብር"
1617,11352,,2023-10-25 10:20:52+00:00, TODDLER's 5 in 1 FEEDING BOWEL
1618,11351,,2023-10-25 10:13:29+00:00, TODDLER's 5 in 1 FEEDING BOWEL
1621,11348,,2023-10-25 09:18:26+00:00,"Silicone Forefoot Soft Pads for Pain

Note: If your gel cushions slip and bunch, try wearing snug fitting socks to help keep them in place.

Specification:
Colors: white
Material: silicone gel

ዋጋ፦   "
1622,11347,,2023-10-25 09:18:15+00:00,"Kitchen sink drain basket

                   የአንዱ ዋጋ  300 ብር"
1623,11346,,2023-10-25 09:07:52+00:00,Kitchen sink drain basket
1625,11344,,2023-10-24 17:23:19+00:00," Washing Machine Anti-Vibration Feet Pads

4Packs Anti-Vibration Pads for Washing Machine Home Appliances, Silent Anti-Walk Feet Pads Washer and Dryer Noise Cancelling Foot Pads for All Washing Machine

500 ብር"
1626,11343,,2023-10-24 16:01:49+00:00,"sonashi 7 in 1 snack maker

ዘይት እና ሀይል ቆጣቢ 
ፍጥነቱ የልብ አድርስ 
ሙቀት መቆጣጠሪያ ያለው 
7 አይነት መቀያየሪያ ያለው 
ብስኩቶች መስሪያ
ዶናት መስሪያ
ኩኪስ መስሪያ 
ሳንድዊች መስሪያ
የበርገር ስጋ እንዲሁም ስቴክ መጥበሻ

7800 birr


ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673


 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1627,11342,,2023-10-22 10:20:06+00:00," Expandable Plastic Space Saver Fridge Storage Rack Box Food Organizer Tray.

Adjustable Design, Expandable, Simple to Install According to the Size, Fast Removal and Easy to Clean, Moved, Washable and Space-Saving.

      አንዱ   275 ብር"
1628,11341,,2023-10-21 10:51:45+00:00,"KUMTEL ሚኒ ኦቭን ከላይ 2 ምዳጃ ያለው በኤሌክትሪክ የሚሰራ በተጨማሪ 2 ፓትራ ያለው በክብ እና በአራት ማዕዘን ቤትዎ ድረስ እናመጣልዎታለን ደውለው ብቻ ይዘዙን  

 12,200 ብር

ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናመጣለን

 ለማዘዝ   +251920673552 
                   +251945540673

  አድራሻ  ቁ 1 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 አድራሻ  ቁ 2 ቤተል ቢጫ ፎቅ አጠገብ ዘይሞ ሞል ግራውንድ ላይ ያገኙናል

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter

 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
1629,11340,,2023-10-20 06:22:49+00:00,"ድንች ለመላጥ ቢላ አያስፈልገዎትም

  ዘመናዊ የድንችና የአፕል 
   መላጫ አምጥቼላችኃለው

 ለድንች

 ለአፕል

ለማንጎ

 እጅዎት ሳይበላሽ በቀላሉ ላጥ ላጥ አድርገው የሚጠቀሙበት ምርጥ ዕቃ

መሰንጠቂያም ከእናንተ አይደለም  
አንድ ላይ መሰንጠቂያ ስለያዘ ተጨማሪ ቢላ አያስፈልጎትም።

        1400 Birr"
